Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4826","IEG03_23600",,"O85765","Pseudomonas putida","ssuC","Alkanesulfonate ABC transporter permease protein SsuC","the atp-binding cassette (abc) superfamily.","3.A.1.17.2",,,"10361295;10781557;12835925",93,94,89,"1e-126"
"BLAT","Virulence Factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1879","ERJ99_026160",,"VFG015521","Pseudomonas aeruginosa PAO1","phzG1","Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5)",,"",,,,15,100,100,"9e-14"
"BLAT","Virulence Factor","Victors","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1765",,,"15595239","Pseudomonas aeruginosa PAO1","PA0041","Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family",,"",,,"14641575",30,99,99,"0.0"
"BLAT","Virulence Factor","VFDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4753","ACFX5B_05200",,"VFG001211","Pseudomonas aeruginosa PAO1","pilY2","Type IV fimbrial biogenesis protein PilY2",,"Adherence,Twitching motility",,,,100,100,99,"2e-61"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.4510","ERJ99_033355",,"Q7BJM5","Pseudomonas putida","VIM-2","Subclass B1 beta-lactamase (EC 3.5.2.6) => VIM family","(S)-2-(MERCAPTOMETHYL)-5-PHENYLPENTANOIC ACID","Drug target",,,,100,100,89,"1e-137"
"BLAT","Virulence Factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.84","NDR77_00410",,"VFG000203","Pseudomonas aeruginosa PAO1","popB","Type III secretion host injection protein (YopB)",,"Secretion system,Type III secretion system",,,,100,100,99,"1e-209"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2826","RBB72_13710",,"2216",,"mexM","RND efflux system, membrane fusion protein","mexM","antibiotic efflux","phenicol","chloramphenicol;thiamphenicol",,88,97,98,"0"
"BLAT","Virulence Factor","Victors","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.6000","ACFX5C_29870",,"15600048","Pseudomonas aeruginosa PAO1","purD","Phosphoribosylamine--glycine ligase (EC 6.3.4.13)",,"",,,"14641575",100,100,99,"1e-246"
"BLAT","Virulence Factor","Victors","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.3074","ACFX5A_02220",,"15599760","Pseudomonas aeruginosa","PA4564","Conserved uncharacterized protein CreA",,"",,,"14641575",100,100,100,"4e-83"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.3873","OQ293_27555",,"Q9I147","Pseudomonas aeruginosa",,"probable cation-transporting P-type ATPase",,"3.A.3.6.15",,,,97,97,99,"0.0"
"BLAT","Virulence Factor","Victors","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.2167","ACFX5A_17435",,"15595349","Pseudomonas aeruginosa PAO1 ","PA0151","Ferrichrome-iron receptor @ Iron siderophore receptor protein",,"",,,"14641575",100,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3744","RBB72_18140",,"VFG000175","Pseudomonas aeruginosa PAO1","gspL","General secretion pathway protein L",,"Effector delivery system",,,,29,100,100,"7e-61"
"BLAT","Virulance factor","VFDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.5396","ERJ99_035270",,"VFG015542","Pseudomonas aeruginosa PAO1","pdxH","Pyridoxamine 5'-phosphate oxidase PhzG (EC 1.4.3.5)",,"Nutritional/Metabolic factor",,,,100,100,100,"1e-125"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.3754","RBB72_18185",,"VFG000183","Pseudomonas aeruginosa PAO1","xcpP","General secretion pathway protein C",,"Secretion system,Type II secretion system",,,,100,100,100,"1e-129"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6172","RBB72_29965",,"VFG042735","Pseudomonas aeruginosa PAO1","fimL","FOG: CheY-like receiver",,"Adherence",,,,68,100,100,"1e-214"
"BLAT","Virulence Factor","VFDB","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.1072","ACFX5A_13095",,"VFG002073","Pseudomonas aeruginosa PAO1","hsiF1","T6SS lysozyme-like component TssE",,"Secretion system,Type VI secretion system",,,,100,100,100,"7e-91"
"BLAT","Transporter","TCDB","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.334",,,"852074676","Pseudomonas aeruginosa",,"Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family",,"1.C.75.1.3",,,,1,84,100,"4e-17"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.2217","IEG03_10865",,"VFG001255","Pseudomonas aeruginosa PAO1","fliJ","Flagellar protein FliJ",,"Adherence,Motility",,,,100,100,99,"2e-78"
"BLAT","Virulence Factor","Victors","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.1360","ERJ99_024530",,"15600634","Pseudomonas aeruginosa","PA5441","hypothetical protein",,"",,,"14641575",85,100,99,"0.0"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6978","NDR77_07380",,"VFG014148","Pseudomonas aeruginosa PAO1","flgB","Flagellar basal-body rod protein FlgB",,"Motility",,,,100,100,100,"1e-70"
"BLAT","Metal Resistance","BacMet","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1565","NDR77_31150",,"BAC0678","Pseudomonas stutzeri","merP","Periplasmic mercury(+2) binding protein, MerP",,,,,,100,88,90,"3e-39"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4653","ACFX5B_27230",,"15597060","Pseudomonas aeruginosa PAO1","modA","Molybdenum ABC transporter, substrate-binding protein ModA",,"",,,"14641575",100,100,98,"1e-136"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.6914","NDR77_26060",,"VFG015973","Pseudomonas aeruginosa PAO1","pvdP","Pyoverdine biosynthesis related protein PvdP",,"Nutritional/Metabolic factor",,,,100,100,100,"0.0"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.6091","IEG03_29755",,"Q9I487","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)",,"4-hydroxyproline ABC transporter, permease protein 2","the atp-binding cassette (abc) superfamily.","3.A.1.3.21",,,,100,100,99,"1e-115"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.15","OQ293_13920",,"VFG000156","Pseudomonas aeruginosa PAO1","rhlA","RhlA, 3-(3-hydroxyalkanoyloxy)alkanoic acids (HAAs) synthase",,"Immune modulation",,,,100,100,99,"1e-169"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4827","IEG03_23605",,"Q8KZQ6",,"ssuB","Alkanesulfonate ABC transporter ATP-binding protein SsuB",,"3.A.1.17.2",,,,97,95,81,"1e-119"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2548","KB219_08100",,"VFG041028","Pseudomonas aeruginosa PAO1",,"T6SS protein serine/threonine phosphatase PppA",,"Effector delivery system",,,,100,100,100,"1e-136"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2018","RBB72_09870",,"VFG000162","Pseudomonas aeruginosa PAO1","pvdS","Sigma factor PvdS, controling pyoverdin biosynthesis",,"Iron uptake,Siderophore,Pigment",,,,100,100,98,"1e-101"
"BLAT","Drug Target","DrugBank","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.4996","ACFX5B_27840",,"P80357","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","astA","Arginine N-succinyltransferase, alpha subunit (EC 2.3.1.109)","Formic Acid","Drug target",,,,100,100,100,"1e-192"
"BLAT","Virulence Factor","Victors","287.40602","Pseudomonas aeruginosa PA-CU-3","fig|287.40602.peg.1876","ACFX5A_15985",,"15599071","Pseudomonas aeruginosa PAO1","narK2","Nitrate/nitrite transporter NarK/U",,"",,,"14641575",100,100,100,"1e-283"
"BLAT","Virulance factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.2422","IEG03_11870",,"VFG001264","Pseudomonas aeruginosa PAO1","flhF","Flagellar biosynthesis protein FlhF",,"Motility",,,,100,100,99,"1e-239"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.7002","NDR77_07500",,"VFG001251","Pseudomonas aeruginosa PAO1","fliF","Flagellar M-ring protein FliF",,"Motility",,,,100,100,100,"0.0"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.6294","RBB72_30565",,"VFG000204","Pseudomonas aeruginosa PAO1","popD","Type III secretion host injection and negative regulator protein (YopD)",,"Effector delivery system",,,,86,99,98,"1e-133"
"BLAT","Drug Target","DrugBank","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.4223","ACFX5C_03935",,"Q9Z4J7","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","exaA","Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.2.8)","Pyrroloquinoline Quinone","Drug target",,,,100,100,100,"0.0"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2356","KB219_00505",,"Q9I0P8","Pseudomonas aeruginosa strain ATCC 15692",,"Uncharacterized MFS-type transporter",,"2.A.1.11.8",,,,100,100,99,"1e-232"
"BLAT","Transporter","TCDB","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.3969","ACFX5B_25005",,"Q9HTI7","Pseudomonas aeruginosa","choW","Choline binding ABC transport system permease protein ChoW","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,100,"1e-157"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2359","RBB72_11490",,"P21627","Pseudomonas aeruginosa strain ATCC 15692","livH","Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)",,"3.A.1.4.8",,,,100,100,100,"1e-169"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.7491","ERJ99_004115",,"Q9ZXL8","Pseudomonas phage phiCTX",,"Phage protein",,"1.E.43.1.6",,,,100,100,100,"6e-62"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6166","ERJ99_014365",,"Q9Z4J7","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","exaA","Quino(hemo)protein alcohol dehydrogenase, PQQ-dependent (EC 1.1.2.8)","Pyrroloquinoline Quinone","Drug target",,,,100,100,100,"0.0"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6870","ERJ99_003350",,"H7F0T0","Pseudomonas stutzeri ATCC 14405 = CCUG 16156","ccoN","Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.3",,,"20576851;22328767",98,98,85,"1e-251"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.7036","NDR77_07650",,"1222",,,"Fosfomycin resistance protein FosA","FosA","antibiotic inactivation","phosphonic acid","fosfomycin",,100,100,100,"1.82558e-97"
"K-mer Search","Antibiotic Resistance","PATRIC","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3650","ERJ99_009220",,,,"MexAB-OprM","Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM","Multidrug efflux system, membrane fusion component => MexA of MexAB-OprM","efflux pump conferring antibiotic resistance","Penems, Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Peptide antibiotics, Sulfonamides, Diaminopyrimidines, Macrolides, Phenicol antibiotics, Aminocoumarin antibiotics, Fluoroquinolones Quinolones Quinolines","ampicillin;amoxicillin/clavulanic acid;azithromycin;aztreonam;ceftazidime;ceftriaxone;chloramphenicol;ciprofloxacin;colistin;erythromycin;meropenem;nalidixic acid;novobiocin;panipenem;tetracycline;ticarcillin;trimethoprim;trimethoprim/sulfamethoxazole;sulfamethoxazole ","8226684",,,,
"RGI: protein overexpression model","Antibiotic Resistance","CARD","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.5601","OQ293_10145",,"1474",,"mexR","Multidrug resistance operon repressor MexR, MarR family","MexR","antibiotic target alteration;antibiotic efflux","macrolide; fluoroquinolone; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline; peptide; aminocoumarin; diaminopyrimidine; sulfonamide; phenicol; penem","erythromycin;ciprofloxacin;tetracycline;ceftazidime;ceftriaxone;meropenem;novobiocin;azithromycin;trimethoprim;sulfamethoxazole;chloramphenicol;aztreonam;colistin A;colistin B;ampicillin;panipenem;trimethoprim-sulfamethoxazole",,100,100,99,"1.3802e-105"
"BLAT","Antibiotic Resistance","CARD","287.40604","Pseudomonas aeruginosa PA-CU-1","fig|287.40604.peg.1668","ACFX5C_13905",,"BAE06009.1","Pseudomonas aeruginosa","opmE","Multidrug efflux system, outer membrane factor lipoprotein => OpmE of MexPQ-OpmE system",,"efflux pump conferring antibiotic resistance",,,,100,100,98,"1e-274"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.4993","KB219_35030",,"3755",,,"Small multidrug resistance (SMR) efflux transporter => QacE delta 1, quaternary ammonium compounds","qacEdelta1","antibiotic efflux","disinfecting agents and antiseptics",,,18,100,100,"8.29365e-10"
"BLAT","Virulance factor","VFDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.1197","NDR77_30230",,"VFG041036","Pseudomonas aeruginosa PAO1",,"Uncharacterized protein homologous to Paeru. PA2364",,"Effector delivery system",,,,100,100,99,"8e-87"
"BLAT","Virulance factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.1528","RBB72_07485",,"VFG000164","Pseudomonas aeruginosa PAO1","fptA","Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore",,"Nutritional/Metabolic factor",,,,28,100,100,"1e-111"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.4053","IEG03_19845",,"Q9HZ04","Pseudomonas aeruginosa",,"Betaine ABC transporter, substrate-binding protein BetX","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,99,"1e-166"
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3725","ERJ99_001190",,"Q59643","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","hemB","Porphobilinogen synthase (EC 4.2.1.24)","Formic Acid;5-Fluorolevulinic Acid","Drug target",,,,100,100,100,"1e-191"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.3794","IEG03_18575",,"VFG001211","Pseudomonas aeruginosa PAO1","pilY2","Type IV fimbrial biogenesis protein PilY2",,"Adherence,Twitching motility",,,,100,100,95,"2e-58"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.2538","KB219_08050",,"VFG041018","Pseudomonas aeruginosa PAO1","tssF","T6SS component TssF (ImpG/VasA)",,"Effector delivery system",,,,100,88,100,"0.0"
"BLAT","Virulance factor","VFDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.1980","OQ293_01160",,"VFG001217","Pseudomonas aeruginosa PAO1","pilF","Type IV pilus biogenesis protein PilF",,"Adherence",,,,100,100,99,"1e-139"
"BLAT","Transporter","TCDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.7210","RBB72_35020",,"Q9HU31","Pseudomonas aeruginosa strain ATCC 15692",,"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)",,"3.A.1.3.23",,,,100,100,100,"1e-142"
"BLAT","Transporter","TCDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.5078","IEG03_24825",,"W0WQF0","Pseudomonas aeruginosa MH38",,"ABC transporter, periplasmic substrate-binding protein PA5317","the atp-binding cassette (abc) superfamily.","3.A.1.5.39",,,,100,100,99,"1e-309"
"BLAT","Virulence Factor","VFDB","287.33560","Pseudomonas aeruginosa SHNIBPS206","fig|287.33560.peg.2096","RBB72_10205",,"VFG015950","Pseudomonas aeruginosa PAO1","pvdQ","Acyl-homoserine lactone acylase PvdQ (EC 3.5.1.-), quorum-quenching",,"",,,,75,100,99,"0.0"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.6678","KB219_19085",,"Q8G8W9","Pseudomonas aeruginosa",,"Ferrichrome-iron receptor",,"1.B.14.1.26",,,,100,100,95,"0.0"
"BLAT","Metal Resistance","BacMet","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.3516","ERJ99_008875",,"BAC0695","Serratia marcescens","merT","Mercuric transport protein, MerT",,,,,,100,100,100,"7e-63"
"BLAT","Transporter","TCDB","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.6867","ERJ99_003335",,"F8H841","Pseudomonas stutzeri (strain ATCC 17588 / DSM 5190 / CCUG 11256 / JCM 5965 / LMG 11199 / NCIMB 11358 / Stanier 221)","ccoO","Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)","the proton-translocating cytochrome oxidase (cox) superfamily.","3.D.4.3.3",,,"20576851;22328767",98,99,85,"1e-99"
"BLAT","Transporter","TCDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.3616","KB219_32740",,"P42512","Pseudomonas aeruginosa","fptA","Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore","the outer membrane receptor (omr) family.","1.B.14.1.8",,,"10984043;8288523",100,100,100,"0.0"
"RGI: protein homolog model","Antibiotic Resistance","CARD","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.1486","IEG03_07250",,"249",,"pmrB","Sensory histidine kinase QseC","basS","antibiotic target alteration;antibiotic efflux","peptide","polymyxin B",,100,100,98,"0"
"BLAT","Transporter","TCDB","287.25246","Pseudomonas aeruginosa DMC30b","fig|287.25246.peg.397","NDR77_27630",,"Q9HTI7","Pseudomonas aeruginosa","choW","Choline binding ABC transport system permease protein ChoW","the atp-binding cassette (abc) superfamily.","3.A.1.12.12",,,"10984043",100,100,100,"1e-157"
"BLAT","Transporter","TCDB","287.31156","Pseudomonas aeruginosa BDMZA1","fig|287.31156.peg.431","OQ293_31355",,"Q51485","Pseudomonas aeruginosa",,"Carbohydrate-selective porin OprB","the glucose-selective oprb porin (oprb) family.","1.B.19.1.1",,,"10984043;2450582;7768797;8125108;8132494",15,100,98,"2e-35"
"BLAT","Virulence Factor","VFDB","287.13267","Pseudomonas aeruginosa strain SRS1","fig|287.13267.peg.2220","IEG03_10880",,"VFG001252","Pseudomonas aeruginosa PAO1","fliG","Flagellar motor switch protein FliG",,"Adherence,Motility",,,,100,100,100,"1e-185"
"BLAT","Virulance factor","VFDB","287.14718","Pseudomonas aeruginosa strain DMC-20C","fig|287.14718.peg.706","KB219_24300",,"VFG000119","Pseudomonas aeruginosa PAO1","algR","Alginate biosynthesis two-component system response regulator AlgR",,"Biofilm",,,,100,100,100,"1e-137"
"K-mer Search","Antibiotic Resistance","PATRIC","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.2894","ACFX5B_20800",,,,"rpoC","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","antibiotic target in susceptible species","Myxopyronins Corallopyronins, Peptide antibiotics","daptomycin","16723576",,,,
"BLAT","Drug Target","DrugBank","287.9072","Pseudomonas aeruginosa strain DMC-27b","fig|287.9072.peg.441","ERJ99_021100",,"P72161","Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)","pbpG","Murein-DD-endopeptidase (EC 3.4.99.-)","Ceftazidime","Drug target",,,,100,100,99,"1e-173"
"BLAT","Virulence Factor","Victors","287.40603","Pseudomonas aeruginosa PA-CU-2","fig|287.40603.peg.6121","ACFX5B_09120",,"116048931","Pseudomonas aeruginosa UCBPP-PA14","mvfR","Multiple virulence factor regulator MvfR/PqsR",,"",,,"9371831",100,100,99,"1e-188"
