Isolate ID	Quality Module	Genotype	Predicted Phenotype	CGE Predicted Phenotype	Plasmid	Scheme	Sequence Type	Genome Length	N50 value	Number of Contigs Greater Than Or Equal To 300 bp	Quality Module Feedback
GCA_002242855.1_ASM224285v1_genomic	Failed	aac(3)-Id, aac(6')-Il, ant(3'')-Ia, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-50, blaPAO, blaVIM-2, catB7, CmlA9, dfrB5, ere(A), fosA, qnrVC1, rmtB, sul1, tet(G)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], trimethoprim, erythromycin, fosfomycin, ciprofloxacin I/R, amikacin, sulfisoxazole, tetracycline	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefixime, Cefotaxime, Cefoxitin, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Chloramphenicol, Trimethoprim, Erythromycin, Fosfomycin, Ciprofloxacin, Kanamycin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	7056854	202352	142	Genome length is not within the acceptable length range [4000000,6000000]
GCA_002242885.1_ASM224288v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, catB7, crpP, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin	None	paeruginosa	527	6409337	377600	68	Genome length is not within the acceptable length range [4000000,6000000]
GCA_002242915.1_ASM224291v1_genomic	Failed	aph(3')-IIb, blaOXA-488, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	2708	6364667	260786	71	Genome length is not within the acceptable length range [4000000,6000000]
GCA_002243265.1_ASM224326v1_genomic	Failed	aph(3')-IIb, blaOXA-486, blaPAO, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, fosfomycin	Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Fosfomycin	None	paeruginosa	2719	6386147	378146	50	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332645.1_ASM333264v1_genomic	Failed	aph(3')-IIb, blaOXA-50, blaPAO, catB7, fosA	kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin	Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin	None	paeruginosa	1027	6386862	310561	59	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332665.1_ASM333266v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	308	7154299	154362	236	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332705.1_ASM333270v1_genomic	Failed	aac(3)-IId, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaNPS, blaOXA-488, blaPAO, catB7, CmlA7, dfrA15, fosA, sul1, tmexC3, tmexD3, TOprJ3	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA7_1_JQ639792], trimethoprim, fosfomycin, sulfisoxazole, unknown[tmexC3_1_LC633285], unknown[tmexD3_1_LC633285], unknown[TOprJ3_1_LC633285]	Apramycin, Gentamicin, Tobramycin, Dibekacin, Netilmicin, Sisomicin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Unknown Beta-lactam, Cefepime, Ceftazidime, Chloramphenicol, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline, Minocycline, Tigecycline	None	paeruginosa	1284	6885015	120365	124	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332715.1_ASM333271v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	308	7092296	125781	163	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332735.1_ASM333273v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	308	7101461	149560	153	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332755.1_ASM333275v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	308	7094655	161888	152	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003332785.1_ASM333278v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, crpP, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	308	7100450	169169	134	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003626935.1_ASM362693v1_genomic	Failed	aac(3)-Id, aac(6')-Ib3, aac(6')-Il, ant(2'')-Ia, aph(3')-IIb, blaLCR-1, blaOXA-50, blaPAO, blaVIM-2, catB7, crpP, dfrB5, fosA, sul1, sul1	gentamicin, amikacin, tobramycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole	Gentamicin, Astromicin, Fortimicin, Amikacin, Tobramycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefixime, Cefotaxime, Cefoxitin, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole	None	paeruginosa	-	6876788	6876788	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003713085.1_ASM371308v1_genomic	Failed	ant(3'')-Ia, ant(3'')-Ia, aph(3')-IIb, aph(3')-VI, ARR-3, blaNDM-1, blaOXA-10, blaOXA-246, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA7, crpP, dfrB2, fosA, sul1, sul1, sul1, tet(A)	streptomycin, kanamycin, amikacin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA7_1_JQ639792], ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Unknown Aminoglycoside, Amikacin, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6793961	6793961	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003716765.1_ASM371676v1_genomic	Failed	aac(6')-Il, aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, blaNDM-1, blaNDM-1, blaOXA-10, blaOXA-50, blaPAO, blaPME-1, blaVEB-1, catB7, crpP, dfrB2, fosA, msr(E), sul1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6877287	6877287	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003866475.1_ASM386647v1_genomic	Failed	aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, aph(3')-VIa, blaNDM-1, blaOXA-10, blaOXA-50, blaPAO, blaPME-1, catB7, crpP, dfrB2, fosA, sul1	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butirosin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole	None	paeruginosa	357	6725297	265381	87	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003950235.1_ASM395023v1_genomic	Failed	aac(6')-Il, aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, ant(3'')-Ia, aph(3')-IIb, aph(3')-VI, ARR-3, blaNDM-1, blaOXA-10, blaOXA-10, blaOXA-50, blaPAO, blaVEB-1, catB7, CmlA7, crpP, dfrB2, fosA, sul1, sul1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, amikacin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA7_1_JQ639792], ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6814295	6814295	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003950255.1_ASM395025v1_genomic	Failed	aac(6')-Il, aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, aph(3')-VI, blaNDM-1, blaNDM-1, blaOXA-10, blaOXA-50, blaPAO, blaPME-1, blaVEB-1, catB7, crpP, dfrB2, fosA, msr(E), sul1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, amikacin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6937609	6937609	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003952285.1_ASM395228v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-50, blaPAO, blaPAO, catB7, fosA, sul1	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, fosfomycin, sulfisoxazole	Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole	None	paeruginosa	357	6976603	6976603	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003952305.1_ASM395230v1_genomic	Failed	ant(3'')-Ia, aph(3')-IIb, blaOXA-10, blaOXA-50, blaPAO, blaVEB-1, catB7, crpP, dfrB2, fosA, sul1, sul1, tet(A)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6759594	6759594	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003952325.1_ASM395232v1_genomic	Failed	aac(6')-Il, aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, aph(3')-IIb, blaOXA-233, blaOXA-50, blaPAO, blaVEB-1, catB7, crpP, dfrB2, fosA, sul1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, trimethoprim, fosfomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	6744658	6744658	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_003991465.1_ASM399146v1_genomic	Failed	aac(6')-Il, aac(6')-Il, ant(2'')-Ia, ant(3'')-Ia, ant(3'')-Ia, aph(3')-IIb, aph(3')-VI, ARR-3, blaNDM-1, blaNDM-1, blaOXA-10, blaOXA-10, blaOXA-50, blaPAO, blaPME-1, blaVEB-1, catB7, CmlA7, crpP, dfrB2, fosA, msr(E), sul1, sul1, sul1, tet(A)	gentamicin, streptomycin, kanamycin, amikacin, rifampicin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA7_1_JQ639792], ciprofloxacin I/R, trimethoprim, fosfomycin, erythromycin, azithromycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Gentamicin, Streptomycin, Unknown Aminoglycoside, Rifampicin, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ceftazidime+Avibactam, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin, Aztreonam, Ticarcillin, Ticarcillin+Clavulanic acid, Chloramphenicol, Ciprofloxacin, Trimethoprim, Fosfomycin, Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	357	7005215	7005215	1	Genome length is not within the acceptable length range [4000000,6000000]
GCA_004354095.2_ASM435409v2_genomic	Failed	aac(6')-Il, aadA6, aph(3')-IIb, aph(3')-VI, blaOXA-2, blaOXA-488, blaPAO, blaVEB-1, blaVIM-5, catB7, CmlA9, crpP, fosA, sul1, tet(A), tet(G)	gentamicin, streptomycin, kanamycin, amikacin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], ciprofloxacin I/R, fosfomycin, sulfisoxazole, tetracycline	Amikacin, Tobramycin, Spectinomycin, Streptomycin, Unknown Aminoglycoside, Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ceftazidime, Piperacillin, Unknown Beta-lactam, Cefepime, Cefotaxime, Cefoxitin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid, Aztreonam, Cefixime, Ertapenem, Imipenem, Meropenem, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	235	6958186	24344	649	Genome length is not within the acceptable length range [4000000,6000000]
GCA_009727125.1_ASM972712v1_genomic	Failed	aac(6')-Ib3, ant(3'')-Ia, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-10, blaOXA-488, blaPAO, blaPAU-1, blaTEM-1B, blaVIM-2, catB7, CmlA9, fosA, mph(A), mph(E), msr(E), qnrVC1, rmtB, sul1, tet(G), tmexC3, tmexD2, TOprJ3	amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, unknown[blaPAU-1_1_MH053445], meropenem, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, erythromycin, azithromycin, ciprofloxacin I/R, gentamicin, sulfisoxazole, tetracycline, unknown[tmexC3_1_LC633285], unknown[tmexD2_1_MN175502], unknown[TOprJ3_1_LC633285]	Amikacin, Tobramycin, Streptomycin, Kanamycin, Neomycin, Paromomycin, Ribostamycin, Butiromycin, Gentamicin, Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam, Unknown Beta-lactam, Cefepime, Ceftazidime, Cephalothin, Ticarcillin, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Cefixime, Cefotaxime, Cefoxitin, Ertapenem, Imipenem, Meropenem, Chloramphenicol, Fosfomycin, Erythromycin, Azithromycin, Spiramycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S, Ciprofloxacin, Arbekacin, Sisomicin, Isepamicin, Sulfamethoxazole, Doxycycline, Tetracycline, Minocycline, Tigecycline	None	paeruginosa	308	7456853	186269	158	Genome length is not within the acceptable length range [4000000,6000000]
GCA_009727135.1_ASM972713v1_genomic	Failed	aac(3)-IId, aac(6')-Ib3, aadA1, aadA11, aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaLCR-1, blaOXA-395, blaPAO, catB7, CmlA9, fosA, qnrVC1, rmtD2, sul1, tet(G)	gentamicin, amikacin, tobramycin, streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, ciprofloxacin I/R, sulfisoxazole, tetracycline	Apramycin, Gentamicin, Tobramycin, Dibekacin, Netilmicin, Sisomicin, Amikacin, Spectinomycin, Streptomycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Ciprofloxacin, Kanamycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	316	7205091	178197	241	Genome length is not within the acceptable length range [4000000,6000000]
GCA_009727165.1_ASM972716v1_genomic	Failed	aph(3'')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-395, blaPAO, catB7, crpP, fosA, sul1	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, ciprofloxacin I/R, fosfomycin, sulfisoxazole	Streptomycin, Unknown Aminoglycoside, Amoxicillin, Ampicillin, Meropenem, Cefepime, Ceftazidime, Chloramphenicol, Ciprofloxacin, Fosfomycin, Sulfamethoxazole	None	paeruginosa	316	6653669	260035	87	Genome length is not within the acceptable length range [4000000,6000000]
GCA_009727225.1_ASM972722v1_genomic	Failed	aph(3'')-Ib, aph(3')-Ib, aph(3')-IIb, aph(6)-Id, blaOXA-488, blaPAO, catB7, CmlA9, fosA, sul1, tet(G)	streptomycin, kanamycin, ampicillin, amoxicillin/clavulanic acid, cefoxitin, ceftriaxone, chloramphenicol, unknown[CmlA9_1_JN406319], fosfomycin, sulfisoxazole, tetracycline	Streptomycin, Kanamycin, Unknown Aminoglycoside, Unknown Beta-lactam, Amoxicillin, Ampicillin, Cefepime, Ceftazidime, Chloramphenicol, Fosfomycin, Sulfamethoxazole, Doxycycline, Tetracycline	None	paeruginosa	1047	6886566	262225	95	Genome length is not within the acceptable length range [4000000,6000000]
